Date,regime_pdrc
2015-09-04,Illiquid
2015-09-08,Illiquid
2015-09-09,Illiquid
2015-09-10,Illiquid
2015-09-11,Illiquid
2015-09-14,Illiquid
2015-09-15,Illiquid
2015-09-16,Illiquid
2015-09-17,Illiquid
2015-09-18,Illiquid
2015-09-21,Illiquid
2015-09-22,Illiquid
2015-09-23,Illiquid
2015-09-24,Illiquid
2015-09-25,Illiquid
2015-09-28,Crisis
2015-09-29,RiskOn
2015-09-30,Illiquid
2015-10-01,RiskOn
2015-10-02,RiskOn
2015-10-05,Illiquid
2015-10-06,Illiquid
2015-10-07,RiskOn
2015-10-08,RiskOn
2015-10-09,RiskOn
2015-10-12,RiskOn
2015-10-13,RiskOn
2015-10-14,RiskOn
2015-10-15,RiskOn
2015-10-16,RiskOn
2015-10-19,RiskOn
2015-10-20,RiskOn
2015-10-21,RiskOn
2015-10-22,RiskOn
2015-10-23,Fragile
2015-10-26,Fragile
2015-10-27,RiskOn
2015-10-28,Volatile
2015-10-29,Fragile
2015-10-30,Fragile
2015-11-02,Fragile
2015-11-03,Fragile
2015-11-04,Fragile
2015-11-05,Fragile
2015-11-06,Fragile
2015-11-09,Fragile
2015-11-10,Fragile
2015-11-11,Fragile
2015-11-12,Fragile
2015-11-13,RiskOn
2015-11-16,RiskOn
2015-11-17,Crisis
2015-11-18,Fragile
2015-11-19,Fragile
2015-11-20,Volatile
2015-11-23,Fragile
2015-11-24,Fragile
2015-11-25,Fragile
2015-11-27,Fragile
2015-11-30,Fragile
2015-12-01,Volatile
2015-12-02,Fragile
2015-12-03,Stable
2015-12-04,Volatile
2015-12-07,Volatile
2015-12-08,RiskOn
2015-12-09,Crisis
2015-12-10,Crisis
2015-12-11,Crisis
2015-12-14,Crisis
2015-12-15,Crisis
2015-12-16,Fragile
2015-12-17,RiskOn
2015-12-18,Crisis
2015-12-21,RiskOn
2015-12-22,Illiquid
2015-12-23,Illiquid
2015-12-24,Illiquid
2015-12-28,Illiquid
2015-12-29,Illiquid
2015-12-30,Stable
2015-12-31,Stable
2016-01-04,Stable
2016-01-05,Stable
2016-01-06,Stable
2016-01-07,Crisis
2016-01-08,Crisis
2016-01-11,RiskOn
2016-01-12,RiskOn
2016-01-13,RiskOn
2016-01-14,RiskOn
2016-01-15,RiskOn
2016-01-19,RiskOn
2016-01-20,RiskOn
2016-01-21,RiskOn
2016-01-22,RiskOn
2016-01-25,RiskOn
2016-01-26,RiskOn
2016-01-27,RiskOn
2016-01-28,Illiquid
2016-01-29,Illiquid
2016-02-01,Illiquid
2016-02-02,Illiquid
2016-02-03,Illiquid
2016-02-04,Crisis
2016-02-05,Crisis
2016-02-08,Crisis
2016-02-09,Crisis
2016-02-10,Crisis
2016-02-11,RiskOn
2016-02-12,RiskOn
2016-02-16,RiskOn
2016-02-17,Crisis
2016-02-18,Crisis
2016-02-19,RiskOn
2016-02-22,Illiquid
2016-02-23,Crisis
2016-02-24,Crisis
2016-02-25,RiskOn
2016-02-26,RiskOn
2016-02-29,RiskOn
2016-03-01,RiskOn
2016-03-02,Fragile
2016-03-03,Volatile
2016-03-04,Volatile
2016-03-07,Fragile
2016-03-08,Fragile
2016-03-09,Fragile
2016-03-10,Fragile
2016-03-11,Volatile
2016-03-14,Volatile
2016-03-15,Volatile
2016-03-16,Volatile
2016-03-17,Volatile
2016-03-18,Volatile
2016-03-21,Volatile
2016-03-22,Fragile
2016-03-23,Fragile
2016-03-24,Fragile
2016-03-28,Fragile
2016-03-29,Fragile
2016-03-30,Fragile
2016-03-31,Fragile
2016-04-01,Fragile
2016-04-04,Fragile
2016-04-05,Fragile
2016-04-06,Fragile
2016-04-07,Fragile
2016-04-08,Fragile
2016-04-11,Illiquid
2016-04-12,Illiquid
2016-04-13,RiskOn
2016-04-14,RiskOn
2016-04-15,Illiquid
2016-04-18,RiskOn
2016-04-19,RiskOn
2016-04-20,RiskOn
2016-04-21,RiskOn
2016-04-22,RiskOn
2016-04-25,RiskOn
2016-04-26,RiskOn
2016-04-27,Illiquid
2016-04-28,Illiquid
2016-04-29,Illiquid
2016-05-02,Illiquid
2016-05-03,Illiquid
2016-05-04,Illiquid
2016-05-05,Illiquid
2016-05-06,Illiquid
2016-05-09,Illiquid
2016-05-10,Illiquid
2016-05-11,Illiquid
2016-05-12,Illiquid
2016-05-13,Illiquid
2016-05-16,Illiquid
2016-05-17,Illiquid
2016-05-18,Illiquid
2016-05-19,Illiquid
2016-05-20,Illiquid
2016-05-23,Illiquid
2016-05-24,Crisis
2016-05-25,Crisis
2016-05-26,Crisis
2016-05-27,Crisis
2016-05-31,RiskOn
2016-06-01,Illiquid
2016-06-02,Crisis
2016-06-03,Crisis
2016-06-06,Crisis
2016-06-07,Illiquid
2016-06-08,Illiquid
2016-06-09,Illiquid
2016-06-10,Illiquid
2016-06-13,Stable
2016-06-14,Stable
2016-06-15,Stable
2016-06-16,Illiquid
2016-06-17,Fragile
2016-06-20,Illiquid
2016-06-21,Illiquid
2016-06-22,Stable
2016-06-23,Illiquid
2016-06-24,Crisis
2016-06-27,Fragile
2016-06-28,Fragile
2016-06-29,RiskOn
2016-06-30,RiskOn
2016-07-01,RiskOn
2016-07-05,RiskOn
2016-07-06,RiskOn
2016-07-07,RiskOn
2016-07-08,Crisis
2016-07-11,RiskOn
2016-07-12,RiskOn
2016-07-13,RiskOn
2016-07-14,RiskOn
2016-07-15,RiskOn
2016-07-18,Crisis
2016-07-19,Crisis
2016-07-20,Crisis
2016-07-21,RiskOn
2016-07-22,Crisis
2016-07-25,RiskOn
2016-07-26,RiskOn
2016-07-27,Crisis
2016-07-28,Crisis
2016-07-29,Crisis
2016-08-01,Crisis
2016-08-02,Illiquid
2016-08-03,Crisis
2016-08-04,Crisis
2016-08-05,Crisis
2016-08-08,Crisis
2016-08-09,Crisis
2016-08-10,Crisis
2016-08-11,Crisis
2016-08-12,Crisis
2016-08-15,Crisis
2016-08-16,Stable
2016-08-17,Crisis
2016-08-18,Crisis
2016-08-19,Crisis
2016-08-22,Stable
2016-08-23,Stable
2016-08-24,Illiquid
2016-08-25,Illiquid
2016-08-26,Illiquid
2016-08-29,Crisis
2016-08-30,Crisis
2016-08-31,Illiquid
2016-09-01,Illiquid
2016-09-02,Crisis
2016-09-06,Crisis
2016-09-07,Crisis
2016-09-08,Crisis
2016-09-09,Illiquid
2016-09-12,Illiquid
2016-09-13,Illiquid
2016-09-14,Fragile
2016-09-15,RiskOn
2016-09-16,RiskOn
2016-09-19,RiskOn
2016-09-20,RiskOn
2016-09-21,RiskOn
2016-09-22,Crisis
2016-09-23,Crisis
2016-09-26,RiskOn
2016-09-27,Crisis
2016-09-28,Crisis
2016-09-29,Crisis
2016-09-30,Crisis
2016-10-03,Crisis
2016-10-04,Crisis
2016-10-05,Crisis
2016-10-06,Crisis
2016-10-07,Crisis
2016-10-10,Crisis
2016-10-11,RiskOn
2016-10-12,RiskOn
2016-10-13,Fragile
2016-10-14,Fragile
2016-10-17,Fragile
2016-10-18,Fragile
2016-10-19,Fragile
2016-10-20,Fragile
2016-10-21,Crisis
2016-10-24,Crisis
2016-10-25,Crisis
2016-10-26,Stable
2016-10-27,Illiquid
2016-10-28,Stable
2016-10-31,Stable
2016-11-01,Fragile
2016-11-02,Fragile
2016-11-03,Volatile
2016-11-04,Volatile
2016-11-07,Fragile
2016-11-08,Fragile
2016-11-09,Fragile
2016-11-10,Fragile
2016-11-11,Stable
2016-11-14,Illiquid
2016-11-15,Crisis
2016-11-16,Stable
2016-11-17,Stable
2016-11-18,Crisis
2016-11-21,Crisis
2016-11-22,Crisis
2016-11-23,Crisis
2016-11-25,Crisis
2016-11-28,Crisis
2016-11-29,Crisis
2016-11-30,Crisis
2016-12-01,Stable
2016-12-02,Stable
2016-12-05,Crisis
2016-12-06,Crisis
2016-12-07,Crisis
2016-12-08,Stable
2016-12-09,Crisis
2016-12-12,Stable
2016-12-13,Illiquid
2016-12-14,RiskOn
2016-12-15,Crisis
2016-12-16,Crisis
2016-12-19,Crisis
2016-12-20,Crisis
2016-12-21,Crisis
2016-12-22,Crisis
2016-12-23,Crisis
2016-12-27,Stable
2016-12-28,Stable
2016-12-29,Stable
2016-12-30,Illiquid
2017-01-03,Crisis
2017-01-04,Crisis
2017-01-05,Crisis
2017-01-06,Crisis
2017-01-09,Crisis
2017-01-10,Crisis
2017-01-11,Crisis
2017-01-12,Crisis
2017-01-13,Crisis
2017-01-17,Stable
2017-01-18,Stable
2017-01-19,Stable
2017-01-20,Crisis
2017-01-23,Crisis
2017-01-24,Crisis
2017-01-25,Crisis
2017-01-26,Crisis
2017-01-27,Crisis
2017-01-30,Stable
2017-01-31,Stable
2017-02-01,Stable
2017-02-02,Stable
2017-02-03,Crisis
2017-02-06,Crisis
2017-02-07,Crisis
2017-02-08,Stable
2017-02-09,Crisis
2017-02-10,Crisis
2017-02-13,Crisis
2017-02-14,Crisis
2017-02-15,Illiquid
2017-02-16,Illiquid
2017-02-17,Crisis
2017-02-21,Illiquid
2017-02-22,Illiquid
2017-02-23,Illiquid
2017-02-24,Illiquid
2017-02-27,Illiquid
2017-02-28,Illiquid
2017-03-01,RiskOn
2017-03-02,RiskOn
2017-03-03,RiskOn
2017-03-06,RiskOn
2017-03-07,Illiquid
2017-03-08,Illiquid
2017-03-09,Illiquid
2017-03-10,Illiquid
2017-03-13,Stable
2017-03-14,Illiquid
2017-03-15,RiskOn
2017-03-16,Stable
2017-03-17,Stable
2017-03-20,Stable
2017-03-21,Illiquid
2017-03-22,Illiquid
2017-03-23,Illiquid
2017-03-24,Illiquid
2017-03-27,Fragile
2017-03-28,Stable
2017-03-29,Stable
2017-03-30,Stable
2017-03-31,Illiquid
2017-04-03,Illiquid
2017-04-04,Stable
2017-04-05,Illiquid
2017-04-06,Illiquid
2017-04-07,Illiquid
2017-04-10,Volatile
2017-04-11,Volatile
2017-04-12,Volatile
2017-04-13,Volatile
2017-04-17,Volatile
2017-04-18,Volatile
2017-04-19,Volatile
2017-04-20,Volatile
2017-04-21,Volatile
2017-04-24,Crisis
2017-04-25,Crisis
2017-04-26,Crisis
2017-04-27,Crisis
2017-04-28,Crisis
2017-05-01,Crisis
2017-05-02,Crisis
2017-05-03,Crisis
2017-05-04,Crisis
2017-05-05,Crisis
2017-05-08,Crisis
2017-05-09,Crisis
2017-05-10,Crisis
2017-05-11,Crisis
2017-05-12,Crisis
2017-05-15,Crisis
2017-05-16,Stable
2017-05-17,Crisis
2017-05-18,Volatile
2017-05-19,Stable
2017-05-22,Crisis
2017-05-23,Stable
2017-05-24,Crisis
2017-05-25,Crisis
2017-05-26,Crisis
2017-05-30,Crisis
2017-05-31,Stable
2017-06-01,Crisis
2017-06-02,Crisis
2017-06-05,Crisis
2017-06-06,Crisis
2017-06-07,Crisis
2017-06-08,Crisis
2017-06-09,Crisis
2017-06-12,Stable
2017-06-13,Crisis
2017-06-14,Crisis
2017-06-15,Stable
2017-06-16,Stable
2017-06-19,Crisis
2017-06-20,Stable
2017-06-21,Stable
2017-06-22,Stable
2017-06-23,Crisis
2017-06-26,Crisis
2017-06-27,Stable
2017-06-28,Crisis
2017-06-29,Crisis
2017-06-30,Crisis
2017-07-03,Crisis
2017-07-05,Crisis
2017-07-06,Volatile
2017-07-07,Crisis
2017-07-10,Crisis
2017-07-11,Crisis
2017-07-12,Crisis
2017-07-13,Crisis
2017-07-14,Crisis
2017-07-17,Crisis
2017-07-18,Crisis
2017-07-19,Crisis
2017-07-20,Crisis
2017-07-21,Crisis
2017-07-24,Crisis
2017-07-25,Crisis
2017-07-26,Crisis
2017-07-27,Crisis
2017-07-28,Crisis
2017-07-31,Stable
2017-08-01,Crisis
2017-08-02,Stable
2017-08-03,Stable
2017-08-04,Stable
2017-08-07,Stable
2017-08-08,Stable
2017-08-09,Stable
2017-08-10,Volatile
2017-08-11,Volatile
2017-08-14,Volatile
2017-08-15,Fragile
2017-08-16,Fragile
2017-08-17,Volatile
2017-08-18,Volatile
2017-08-21,Volatile
2017-08-22,RiskOn
2017-08-23,RiskOn
2017-08-24,RiskOn
2017-08-25,RiskOn
2017-08-28,RiskOn
2017-08-29,RiskOn
2017-08-30,Illiquid
2017-08-31,Stable
2017-09-01,Stable
2017-09-05,Illiquid
2017-09-06,Illiquid
2017-09-07,Illiquid
2017-09-08,Illiquid
2017-09-11,Stable
2017-09-12,Stable
2017-09-13,Stable
2017-09-14,Stable
2017-09-15,Crisis
2017-09-18,Crisis
2017-09-19,Crisis
2017-09-20,Crisis
2017-09-21,Crisis
2017-09-22,Crisis
2017-09-25,Stable
2017-09-26,Stable
2017-09-27,Crisis
2017-09-28,Crisis
2017-09-29,Crisis
2017-10-02,Crisis
2017-10-03,Crisis
2017-10-04,Stable
2017-10-05,Crisis
2017-10-06,Stable
2017-10-09,Stable
2017-10-10,Stable
2017-10-11,Stable
2017-10-12,Stable
2017-10-13,Stable
2017-10-16,Stable
2017-10-17,Stable
2017-10-18,Stable
2017-10-19,Stable
2017-10-20,Stable
2017-10-23,Illiquid
2017-10-24,Illiquid
2017-10-25,Volatile
2017-10-26,Volatile
2017-10-27,Crisis
2017-10-30,Stable
2017-10-31,Stable
2017-11-01,Stable
2017-11-02,Stable
2017-11-03,Crisis
2017-11-06,Stable
2017-11-07,Stable
2017-11-08,Stable
2017-11-09,Stable
2017-11-10,Illiquid
2017-11-13,Volatile
2017-11-14,Volatile
2017-11-15,Volatile
2017-11-16,Volatile
2017-11-17,Volatile
2017-11-20,Fragile
2017-11-21,Fragile
2017-11-22,Stable
2017-11-24,Crisis
2017-11-27,Crisis
2017-11-28,Crisis
2017-11-29,Illiquid
2017-11-30,RiskOn
2017-12-01,RiskOn
2017-12-04,Volatile
2017-12-05,Volatile
2017-12-06,Volatile
2017-12-07,RiskOn
2017-12-08,RiskOn
2017-12-11,Crisis
2017-12-12,RiskOn
2017-12-13,RiskOn
2017-12-14,RiskOn
2017-12-15,Crisis
2017-12-18,RiskOn
2017-12-19,RiskOn
2017-12-20,RiskOn
2017-12-21,RiskOn
2017-12-22,RiskOn
2017-12-26,RiskOn
2017-12-27,RiskOn
2017-12-28,RiskOn
2017-12-29,RiskOn
2018-01-02,RiskOn
2018-01-03,Crisis
2018-01-04,RiskOn
2018-01-05,RiskOn
2018-01-08,RiskOn
2018-01-09,RiskOn
2018-01-10,RiskOn
2018-01-11,RiskOn
2018-01-12,RiskOn
2018-01-16,RiskOn
2018-01-17,RiskOn
2018-01-18,RiskOn
2018-01-19,RiskOn
2018-01-22,RiskOn
2018-01-23,RiskOn
2018-01-24,RiskOn
2018-01-25,RiskOn
2018-01-26,RiskOn
2018-01-29,RiskOn
2018-01-30,Volatile
2018-01-31,Volatile
2018-02-01,Volatile
2018-02-02,Volatile
2018-02-05,Volatile
2018-02-06,Volatile
2018-02-07,Volatile
2018-02-08,Volatile
2018-02-09,Volatile
2018-02-12,Fragile
2018-02-13,Fragile
2018-02-14,Fragile
2018-02-15,Stable
2018-02-16,Stable
2018-02-20,Stable
2018-02-21,Stable
2018-02-22,Stable
2018-02-23,Stable
2018-02-26,Stable
2018-02-27,Stable
2018-02-28,Stable
2018-03-01,Stable
2018-03-02,Stable
2018-03-05,Stable
2018-03-06,Stable
2018-03-07,Stable
2018-03-08,Stable
2018-03-09,Stable
2018-03-12,Stable
2018-03-13,Stable
2018-03-14,Crisis
2018-03-15,Crisis
2018-03-16,Crisis
2018-03-19,Crisis
2018-03-20,Crisis
2018-03-21,Crisis
2018-03-22,Crisis
2018-03-23,Crisis
2018-03-26,Crisis
2018-03-27,Illiquid
2018-03-28,Crisis
2018-03-29,Illiquid
2018-04-02,Illiquid
2018-04-03,Illiquid
2018-04-04,Illiquid
2018-04-05,Stable
2018-04-06,Illiquid
2018-04-09,Illiquid
2018-04-10,Stable
2018-04-11,Illiquid
2018-04-12,Illiquid
2018-04-13,Illiquid
2018-04-16,Illiquid
2018-04-17,Stable
2018-04-18,Stable
2018-04-19,Illiquid
2018-04-20,Illiquid
2018-04-23,Illiquid
2018-04-24,Illiquid
2018-04-25,Illiquid
2018-04-26,Illiquid
2018-04-27,Illiquid
2018-04-30,Illiquid
2018-05-01,RiskOn
2018-05-02,RiskOn
2018-05-03,RiskOn
2018-05-04,RiskOn
2018-05-07,RiskOn
2018-05-08,RiskOn
2018-05-09,RiskOn
2018-05-10,RiskOn
2018-05-11,RiskOn
2018-05-14,RiskOn
2018-05-15,RiskOn
2018-05-16,RiskOn
2018-05-17,RiskOn
2018-05-18,RiskOn
2018-05-21,RiskOn
2018-05-22,RiskOn
2018-05-23,RiskOn
2018-05-24,RiskOn
2018-05-25,RiskOn
2018-05-29,RiskOn
2018-05-30,RiskOn
2018-05-31,RiskOn
2018-06-01,RiskOn
2018-06-04,RiskOn
2018-06-05,RiskOn
2018-06-06,Fragile
2018-06-07,Fragile
2018-06-08,Fragile
2018-06-11,Fragile
2018-06-12,Fragile
2018-06-13,Fragile
2018-06-14,Fragile
2018-06-15,Fragile
2018-06-18,RiskOn
2018-06-19,RiskOn
2018-06-20,RiskOn
2018-06-21,RiskOn
2018-06-22,RiskOn
2018-06-25,Crisis
2018-06-26,RiskOn
2018-06-27,Crisis
2018-06-28,Crisis
2018-06-29,RiskOn
2018-07-02,RiskOn
2018-07-03,RiskOn
2018-07-05,RiskOn
2018-07-06,RiskOn
2018-07-09,RiskOn
2018-07-10,RiskOn
2018-07-11,RiskOn
2018-07-12,RiskOn
2018-07-13,Volatile
2018-07-16,RiskOn
2018-07-17,Volatile
2018-07-18,Volatile
2018-07-19,RiskOn
2018-07-20,RiskOn
2018-07-23,Volatile
2018-07-24,Volatile
2018-07-25,Volatile
2018-07-26,Volatile
2018-07-27,Volatile
2018-07-30,RiskOn
2018-07-31,Volatile
2018-08-01,RiskOn
2018-08-02,Volatile
2018-08-03,Volatile
2018-08-06,Volatile
2018-08-07,Volatile
2018-08-08,Volatile
2018-08-09,Volatile
2018-08-10,Fragile
2018-08-13,Stable
2018-08-14,Volatile
2018-08-15,Stable
2018-08-16,Crisis
2018-08-17,Volatile
2018-08-20,Volatile
2018-08-21,Volatile
2018-08-22,Volatile
2018-08-23,Volatile
2018-08-24,Volatile
2018-08-27,Volatile
2018-08-28,Volatile
2018-08-29,Volatile
2018-08-30,Volatile
2018-08-31,Volatile
2018-09-04,Volatile
2018-09-05,Stable
2018-09-06,Crisis
2018-09-07,Crisis
2018-09-10,Crisis
2018-09-11,Volatile
2018-09-12,Volatile
2018-09-13,Volatile
2018-09-14,Volatile
2018-09-17,Stable
2018-09-18,Volatile
2018-09-19,Volatile
2018-09-20,Volatile
2018-09-21,Volatile
2018-09-24,Volatile
2018-09-25,Volatile
2018-09-26,Illiquid
2018-09-27,Volatile
2018-09-28,Stable
2018-10-01,Stable
2018-10-02,Stable
2018-10-03,Crisis
2018-10-04,Stable
2018-10-05,Stable
2018-10-08,Stable
2018-10-09,Stable
2018-10-10,Crisis
2018-10-11,RiskOn
2018-10-12,RiskOn
2018-10-15,RiskOn
2018-10-16,RiskOn
2018-10-17,RiskOn
2018-10-18,RiskOn
2018-10-19,RiskOn
2018-10-22,RiskOn
2018-10-23,RiskOn
2018-10-24,RiskOn
2018-10-25,RiskOn
2018-10-26,RiskOn
2018-10-29,RiskOn
2018-10-30,RiskOn
2018-10-31,RiskOn
2018-11-01,Illiquid
2018-11-02,Illiquid
2018-11-05,Illiquid
2018-11-06,Illiquid
2018-11-07,Illiquid
2018-11-08,Illiquid
2018-11-09,Illiquid
2018-11-12,Illiquid
2018-11-13,Illiquid
2018-11-14,Illiquid
2018-11-15,Illiquid
2018-11-16,Illiquid
2018-11-19,Illiquid
2018-11-20,Illiquid
2018-11-21,Illiquid
2018-11-23,Illiquid
2018-11-26,Illiquid
2018-11-27,Illiquid
2018-11-28,Illiquid
2018-11-29,Illiquid
2018-11-30,Illiquid
2018-12-03,Illiquid
2018-12-04,Illiquid
2018-12-06,Illiquid
2018-12-07,Illiquid
2018-12-10,Illiquid
2018-12-11,Illiquid
2018-12-12,Illiquid
2018-12-13,RiskOn
2018-12-14,Illiquid
2018-12-17,Illiquid
2018-12-18,RiskOn
2018-12-19,RiskOn
2018-12-20,RiskOn
2018-12-21,RiskOn
2018-12-24,RiskOn
2018-12-26,Illiquid
2018-12-27,Illiquid
2018-12-28,Illiquid
2018-12-31,Illiquid
2019-01-02,Illiquid
2019-01-03,Illiquid
2019-01-04,Illiquid
2019-01-07,Illiquid
2019-01-08,Illiquid
2019-01-09,Illiquid
2019-01-10,Illiquid
2019-01-11,Illiquid
2019-01-14,Illiquid
2019-01-15,Illiquid
2019-01-16,Illiquid
2019-01-17,Illiquid
2019-01-18,Illiquid
2019-01-22,Illiquid
2019-01-23,Illiquid
2019-01-24,Illiquid
2019-01-25,RiskOn
2019-01-28,RiskOn
2019-01-29,RiskOn
2019-01-30,RiskOn
2019-01-31,Volatile
2019-02-01,Volatile
2019-02-04,Volatile
2019-02-05,Volatile
2019-02-06,Volatile
2019-02-07,Volatile
2019-02-08,Volatile
2019-02-11,Volatile
2019-02-12,Volatile
2019-02-13,Volatile
2019-02-14,Volatile
2019-02-15,Volatile
2019-02-19,Volatile
2019-02-20,Volatile
2019-02-21,Volatile
2019-02-22,Volatile
2019-02-25,Volatile
2019-02-26,Volatile
2019-02-27,Volatile
2019-02-28,Volatile
2019-03-01,Volatile
2019-03-04,Volatile
2019-03-05,Volatile
2019-03-06,Volatile
2019-03-07,Fragile
2019-03-08,Volatile
2019-03-11,Volatile
2019-03-12,Volatile
2019-03-13,Volatile
2019-03-14,Volatile
2019-03-15,Volatile
2019-03-18,Volatile
2019-03-19,Volatile
2019-03-20,Volatile
2019-03-21,Volatile
2019-03-22,Volatile
2019-03-25,Volatile
2019-03-26,Volatile
2019-03-27,Volatile
2019-03-28,Volatile
2019-03-29,Volatile
2019-04-01,Volatile
2019-04-02,Volatile
2019-04-03,Volatile
2019-04-04,Volatile
2019-04-05,Crisis
2019-04-08,Volatile
2019-04-09,Volatile
2019-04-10,Volatile
2019-04-11,Crisis
2019-04-12,Crisis
2019-04-15,Crisis
2019-04-16,Crisis
2019-04-17,Crisis
2019-04-18,Crisis
2019-04-22,Crisis
2019-04-23,Crisis
2019-04-24,Illiquid
2019-04-25,Illiquid
2019-04-26,Illiquid
2019-04-29,Illiquid
2019-04-30,Illiquid
2019-05-01,Illiquid
2019-05-02,Illiquid
2019-05-03,Illiquid
2019-05-06,Illiquid
2019-05-07,Stable
2019-05-08,Stable
2019-05-09,Fragile
2019-05-10,Fragile
2019-05-13,Fragile
2019-05-14,Fragile
2019-05-15,Fragile
2019-05-16,RiskOn
2019-05-17,Fragile
2019-05-20,Fragile
2019-05-21,Volatile
2019-05-22,Volatile
2019-05-23,Fragile
2019-05-24,Volatile
2019-05-28,Stable
2019-05-29,Stable
2019-05-30,Fragile
2019-05-31,Fragile
2019-06-03,Fragile
2019-06-04,Fragile
2019-06-05,Fragile
2019-06-06,Fragile
2019-06-07,Illiquid
2019-06-10,Illiquid
2019-06-11,Illiquid
2019-06-12,RiskOn
2019-06-13,RiskOn
2019-06-14,RiskOn
2019-06-17,RiskOn
2019-06-18,RiskOn
2019-06-19,RiskOn
2019-06-20,RiskOn
2019-06-21,RiskOn
2019-06-24,RiskOn
2019-06-25,RiskOn
2019-06-26,RiskOn
2019-06-27,RiskOn
2019-06-28,RiskOn
2019-07-01,RiskOn
2019-07-02,Crisis
2019-07-03,Crisis
2019-07-05,RiskOn
2019-07-08,RiskOn
2019-07-09,RiskOn
2019-07-10,RiskOn
2019-07-11,RiskOn
2019-07-12,RiskOn
2019-07-15,RiskOn
2019-07-16,RiskOn
2019-07-17,RiskOn
2019-07-18,RiskOn
2019-07-19,RiskOn
2019-07-22,RiskOn
2019-07-23,RiskOn
2019-07-24,Crisis
2019-07-25,RiskOn
2019-07-26,RiskOn
2019-07-29,RiskOn
2019-07-30,RiskOn
2019-07-31,RiskOn
2019-08-01,RiskOn
2019-08-02,Stable
2019-08-05,Crisis
2019-08-06,Fragile
2019-08-07,Fragile
2019-08-08,RiskOn
2019-08-09,Fragile
2019-08-12,Crisis
2019-08-13,RiskOn
2019-08-14,Crisis
2019-08-15,Fragile
2019-08-16,Fragile
2019-08-19,Illiquid
2019-08-20,Stable
2019-08-21,Illiquid
2019-08-22,Illiquid
2019-08-23,Stable
2019-08-26,Stable
2019-08-27,Stable
2019-08-28,Stable
2019-08-29,Stable
2019-08-30,Stable
2019-09-03,Stable
2019-09-04,Illiquid
2019-09-05,Illiquid
2019-09-06,Illiquid
2019-09-09,Illiquid
2019-09-10,Illiquid
2019-09-11,Illiquid
2019-09-12,RiskOn
2019-09-13,RiskOn
2019-09-16,RiskOn
2019-09-17,RiskOn
2019-09-18,RiskOn
2019-09-19,RiskOn
2019-09-20,RiskOn
2019-09-23,RiskOn
2019-09-24,Illiquid
2019-09-25,Illiquid
2019-09-26,Illiquid
2019-09-27,Illiquid
2019-09-30,Illiquid
2019-10-01,Stable
2019-10-02,Crisis
2019-10-03,Stable
2019-10-04,Illiquid
2019-10-07,Stable
2019-10-08,Crisis
2019-10-09,Stable
2019-10-10,RiskOn
2019-10-11,Volatile
2019-10-14,Crisis
2019-10-15,Crisis
2019-10-16,Crisis
2019-10-17,Volatile
2019-10-18,Volatile
2019-10-21,Volatile
2019-10-22,Volatile
2019-10-23,Volatile
2019-10-24,Volatile
2019-10-25,Crisis
2019-10-28,Volatile
2019-10-29,Volatile
2019-10-30,Crisis
2019-10-31,Volatile
2019-11-01,Crisis
2019-11-04,Crisis
2019-11-05,Volatile
2019-11-06,Crisis
2019-11-07,Crisis
2019-11-08,Crisis
2019-11-11,Stable
2019-11-12,Stable
2019-11-13,Stable
2019-11-14,Stable
2019-11-15,Crisis
2019-11-18,Stable
2019-11-19,Stable
2019-11-20,Stable
2019-11-21,Stable
2019-11-22,Stable
2019-11-25,Crisis
2019-11-26,Crisis
2019-11-27,Crisis
2019-11-29,Stable
2019-12-02,Illiquid
2019-12-03,Illiquid
2019-12-04,Illiquid
2019-12-05,Illiquid
2019-12-06,Illiquid
2019-12-09,Illiquid
2019-12-10,Illiquid
2019-12-11,Illiquid
2019-12-12,Illiquid
2019-12-13,Crisis
2019-12-16,Crisis
2019-12-17,Crisis
2019-12-18,Crisis
2019-12-19,Crisis
2019-12-20,Crisis
2019-12-23,Crisis
2019-12-24,Crisis
2019-12-26,Crisis
2019-12-27,Illiquid
2019-12-30,Illiquid
2019-12-31,Illiquid
2020-01-02,Crisis
2020-01-03,Illiquid
2020-01-06,RiskOn
2020-01-07,Illiquid
2020-01-08,Illiquid
2020-01-09,RiskOn
2020-01-10,Crisis
2020-01-13,Crisis
2020-01-14,Crisis
2020-01-15,Crisis
2020-01-16,Crisis
2020-01-17,Crisis
2020-01-21,RiskOn
2020-01-22,Illiquid
2020-01-23,RiskOn
2020-01-24,RiskOn
2020-01-27,Volatile
2020-01-28,RiskOn
2020-01-29,RiskOn
2020-01-30,RiskOn
2020-01-31,Volatile
2020-02-03,Volatile
2020-02-04,RiskOn
2020-02-05,RiskOn
2020-02-06,RiskOn
2020-02-07,RiskOn
2020-02-10,RiskOn
2020-02-11,RiskOn
2020-02-12,RiskOn
2020-02-13,RiskOn
2020-02-14,RiskOn
2020-02-18,RiskOn
2020-02-19,RiskOn
2020-02-20,RiskOn
2020-02-21,RiskOn
2020-02-24,Volatile
2020-02-25,Volatile
2020-02-26,Volatile
2020-02-27,Volatile
2020-02-28,Volatile
2020-03-02,Volatile
2020-03-03,Volatile
2020-03-04,Volatile
2020-03-05,Volatile
2020-03-06,Volatile
2020-03-09,Volatile
2020-03-10,Volatile
2020-03-11,Volatile
2020-03-12,Volatile
2020-03-13,Volatile
